name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata
CINE UNIPLEX PARANAGUÁ,Cine Uniplex Paranaguá,ChIJvQbHWnub25QRN0zUyrMqZ8Q,"R. THEODORICO DOS SANTOS, 1099 - CENTRO HISTÓRICO, PARANAGUÁ - PR, 83203-060",Paranaguá,,PR,BR,83203-060,-25.5163246,-48.5061269,Movie theater,,,bigquery,
LANCHONETE CINEMAR,Lanchonete Cinemar,ChIJvT6BvJsczpQRTdClGlSZ88U,"R. BENJAMIN CONSTANT, 12 - CENTRO, SÃO VICENTE - SP, 11310-500",São Vicente,,SP,BR,11310-500,-23.9631843,-46.3881306,Restaurants,,,bigquery,
NEW YORK CITY CENTER,New York City Center,ChIJvTSmT0jamwARPbUG-5rICNE,"AV. DAS AMÉRICAS, 5000 - BARRA DA TIJUCA, RIO DE JANEIRO - RJ, 22640-102",Rio de Janeiro,,RJ,BR,22640-102,-22.9991321,-43.3608589,Movie theater,,,bigquery,
COLÔNIA FILMES,Colônia Filmes,ChIJvToQje4EFgcRJRSci-RZKfA,"R. RUY BARBOSA, 17 - CENTRO, SALVADOR - BA, 40020-070",Salvador,,BA,BR,40020-070,-12.9766118,-38.5133406,Movie theater,,,bigquery,
CINE GRACHER ARAPONGAS,Cine Gracher Arapongas,ChIJvWA2XYOh7JQRHeBuM7_BXXA,"AVENIDA MARACANÃ, R. CANASTREIRO, 5462 - PARQUE INDUSTRIAL, PR, 86703-000",Arapongas,,PR,BR,86703-000,-23.432619,-51.4217341,Movie theater,,,bigquery,
CASA DOC,Casa Doc,ChIJvYLtXY6HmQARkpsjMrUPI18,"AV. DR. ACÚRCIO TÔRRES, 234 - PIRATININGA, NITERÓI - RJ, 24358-080",Niterói,,RJ,BR,24358-080,-22.9514665,-43.0905701,Movie theater,,,bigquery,
CINE DA USINA TANGUÁ,Cine Da Usina Tanguá,ChIJvahOq63EmQARwjr4sH8bnJw,"R. G ANTUNES, 101 - CENTRO, TANGUÁ - RJ, 24890-000",Tanguá,,RJ,BR,24890-000,-22.729141,-42.710305,Movie theater,,,bigquery,
PLEXCINE,Plexcine,ChIJvbe_hCw4FAcR9kmAZYoL8Q8,"AV. JOÃO DURVAL CARNEIRO, 3555 - OLHOS D'AGUA, FEIRA DE SANTANA - BA, 40301-110",Feira de Santana,,BA,BR,40301-110,-12.2416404,-38.9480056,Movie theater,,,bigquery,
HAIR AND MAKE - UP PRODUCAO CINEMA E FOTOGRAFIA,Hair And Make - Up Producao Cinema E Fotografia,ChIJvbevfnFYzpQRx1_GDaN-wgc,"R. SÉRGIO TOMÁS, 282 - BOM RETIRO, SÃO PAULO - SP, 01131-010",São Paulo,,SP,BR,01131-010,-23.5208919,-46.6460915,Movie theater,,,bigquery,
SALÃO 0 GRAU,Salão 0 Grau,ChIJvbixzHowbwcRfIpfMQK-3U0,"R. PROJETADA 25, 7-49, CENTRAL - BA, 44940-000",Central,,BA,BR,44940-000,-11.1335587,-42.109441,Movie theater,,,bigquery,
CINE SARAU JACÓ,Cine Sarau Jacó,ChIJveztLvxVzpQR0bIGGstQQHk,"R. ALESSANDRO BIBIENA, 235 - JARDIM JAQUELINE, SÃO PAULO - SP, 05529-020",São Paulo,,SP,BR,05529-020,-23.5926783,-46.7513535,Movie theater,,,bigquery,
Centerplex Caruaru,Centerplex Caruaru,ChIJvxT8tFaKqQcRZvn9wRelFK4,"Caruaru Shopping - Av. Adjar da Silva Casé, 800 - Indianópolis, Caruaru - PE, 55024-810",Caruaru,,PE,BR,55024810,-8.2952694,-35.9516322,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
ONFILMS,Onfilms,ChIJvxYGszFFzpQRR8YF07aKNpo,"R. MARIANA BORGES - BALNEÁRIO MAR PAULISTA, SÃO PAULO - SP, 04463-050",São Paulo,,SP,BR,04463-050,-23.6968774,-46.6595349,Movie theater,,,bigquery,
VOVÓ ERONDINA KERBER,Vovó Erondina Kerber,ChIJvyUs00YlHZURfczRBoduPYc,"BARROS CASSAL - STATE OF RIO GRANDE DO SUL, 99360-000",Barros Cassal,,RS,BR,99360-000,-29.0877615,-52.4973878,Movie theater,,,bigquery,
Grupo Cine Delmiro Gouveia,Grupo Cine Delmiro Gouveia,ChIJw-3I-M0nCQcROwxQouhA8k0,"Av. Pres. Castelo Branco, 123, Delmiro Gouveia - AL, 57480-000, Brazil",Delmiro Gouveia,,AL,BR,57480000,-9.3827255,-37.9969491,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-06-04T00:15:48.136+00:00""}"
Cinemas Costa Dourada,Cinemas Costa Dourada,ChIJw-xb-ibvqgcRG8ljFZJnr7c,"PE-060 - Garapu, Cabo de Santo Agostinho - PE, 54518-901",Cabo de Santo Agostinho,,PE,BR,54518901,-8.3057353,-35.022550599999995,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
CIN TEATRO ÍRIS,Cin Teatro Íris,ChIJw0wKeMM3FAcR7_zHPZQHUs0,"AV. SR. DOS PASSOS, 1382 - CENTRO, FEIRA DE SANTANA - BA, 44002-200",Feira de Santana,,BA,BR,44002-200,-12.2519436,-38.9651488,Movie theater,,,bigquery,
VILACINE,Vilacine,ChIJw1roJ0XVmwARudALKRKT-XY,"AV. NOSSA SRA. DE COPACABANA, 680 - LJ H - COPACABANA, RIO DE JANEIRO - RJ, 22020-001",RIO DE JANEIRO,,RJ,BR,22020-001,-22.9707272,-43.1867854,Movie theater,,,bigquery,
Cine Rancho - Pizzaria e Cinema na Fazenda Fortaleza,Cine Rancho - Pizzaria e Cinema na Fazenda Fortaleza,ChIJw35mVoK7zpQRjOfTTSb2qek,"Estr. Mun. Canedos-Fortaleza PRC-178, s/n - fortaleza, Piracaia - SP, 12970-000, Brazil",Piracaia,,SP,BR,12970000,-23.0454381,-46.4058353,"pizza_restaurant,lodging,restaurant,point_of_interest,food,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""pizza_restaurant"", ""lodging"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:19:19.807+00:00""}"
GRUPO CINE EMBU DAS ARTES,Grupo Cine Embu Das Artes,ChIJw3cVIMtTzpQRJg2pXPPzDAQ,"R. AUGUSTO DE ALMEIDA BATISTA, 204 - CHÁCARAS SÃO MARCOS, EMBU DAS ARTES - SP, 06814-010",Embu das Artes,,SP,BR,06814-010,-23.658754,-46.8154716,Movie theater,,,bigquery,
MIDIÁTICA COMUNICAÇÕES,Midiática Comunicações,ChIJw3inHCjVmwARNnWvuCsU_EU,"AV. NOSSA SRA. DE COPACABANA, 103 - COPACABANA, RIO DE JANEIRO - RJ, 22020-002",RIO DE JANEIRO,,RJ,BR,22020-002,-22.9645977,-43.1751514,Movie theater,,,bigquery,
NO AR CASTING PRODUCÕES ARTISTICAS EIRELI ME,No Ar Casting Producões Artisticas Eireli Me,ChIJw48_cW9bzpQRSu-gc1Pw3VA,"RUA VIRGINÓPOLIS - SACOMÃ, SÃO PAULO - SP, 04249-020",São Paulo,,SP,BR,04249-020,-23.6150933,-46.5996391,Movie theater,,,bigquery,
CINEMA IUB,Cinema Iub,ChIJw4YwaIwNoZQRQi2FBPabXYE,"R. FLORIANO PEIXOTO, 55 - CENTRO, ITUMBIARA - GO, 75530-060",Itumbiara,,GO,BR,75530-060,-18.4196866,-49.2176763,Movie theater,,,bigquery,
Spcine Quinta do Sol,Spcine Quinta do Sol,ChIJw5Yjw19gzpQRR4AJ1tcWIpM,"Av. Luiz Imparato, 564 - Parque Cruzeiro do Sul, São Paulo - SP, 03819-160, Brazil",São Paulo,,SP,BR,03819160,-23.4989702,-46.49635,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:28:22.191+00:00""}"
UNIPLEX CINEMAS (COLOMBO),Uniplex Cinemas (Colombo),ChIJw6TxNJTo3JQRnZ-TVEcdzy0,"R. DORVAL CECCON, 664 - 2 PISO - FATIMA, COLOMBO - PR, 83405-030",Colombo,,PR,BR,83405-030,-25.3608986,-49.1842862,Movie theater,,,bigquery,
SPCINE OLIDO,Spcine Olido,ChIJw6VSCVFYzpQRCK96dCsvvpo,"AV. SÃO JOÃO, 473 - CENTRO HISTÓRICO DE SÃO PAULO, SÃO PAULO - SP, 01036-000",São Paulo,,SP,BR,01036-000,-23.5433416,-46.6392266,Movie theater,,,bigquery,
MAR CINEMAS E BOMBONIERES,Mar Cinemas E Bombonieres,ChIJw6gVdJoczpQRNSY9vE5J-tY,"R. JACOB EMERICK, 320 - CENTRO, SÃO VICENTE - SP, 11310-070",São Vicente,,SP,BR,11310-070,-23.9692158,-46.3821541,Movie theater,,,bigquery,
CINE ROXY,Cine Roxy,ChIJw7gtXU6ZpgARA9tWQ9QVNO0,"AV. AFONSO PENA, 381 - CENTRO, BELO HORIZONTE - MG, 30130-000",Belo Horizonte,,MG,BR,30130-000,-19.9167328,-43.939637,Movie theater,,,bigquery,
TEATRO ITTALA NANDI,Teatro Ittala Nandi,ChIJw85WChPk3JQRM0jOdUQx3KQ,"RUA - R. SÃO FRANCISCO, 179 - CENTRO, CURITIBA - PR, 80020-190",Curitiba,,PR,BR,80020-190,-25.428165,-49.2702465,Movie theater,,,bigquery,
CINE MILLENIUM,Cine Millenium,ChIJwSPdc6MUFgcRdtevJ19-rmE,"AV. ELMO SEREJO DE FARIAS - COROA DA LAGOA, SIMÕES FILHO - BA, 43700-000",Simões Filho,,BA,BR,43700-000,-12.8092245,-38.3925444,Movie theater,,,bigquery,
PETS,Pets,ChIJwV8QPDXl3JQRSl3H2pDqDLM,"SHOPPING CIDADE, AV. MAL. FLORIANO PEIXOTO",Curitiba,,PR,BR,,-25.4727985,-49.2519584,Movie theater,,,bigquery,
GAS FILMES,Gas Filmes,ChIJwVTH073bx5QRWhWncFpLANE,"R. 6 B, 324 - VILA INDAIA, RIO CLARO - SP, 13506-806",Rio Claro,,SP,BR,13506-806,-22.4074213,-47.5526025,Movie theater,,,bigquery,
TEATRO (EM BREVE),Teatro (Em Breve),ChIJwWg0iMhZzpQRxa1XEBcWe3M,"AV. PAULISTA, 1230 - BELA VISTA, SÃO PAULO - SP, 01310-100",São Paulo,,SP,BR,01310-100,-23.5635414,-46.6532392,Movie theater,,,bigquery,
SANTA CLARA CINE ART,Santa Clara Cine Art,ChIJwXTZFeUryJQR62Apf2Dyeak,"R. JOSÉ BONIFÁCIO, 530 - CENTRO, VARGEM GRANDE DO SUL - SP, 13880-000",Vargem Grande do Sul,,SP,BR,13880-000,-21.8305509,-46.8939893,Movie theater,,,bigquery,
AJS,Ajs,ChIJwZ-AEgABHJURRto5NU0-TwM,"UNNAMED ROAD, TUPANDI - RS, 95775-000",Tupandi,,RS,BR,95775-000,-29.4454653,-51.4273027,Movie theater,,,bigquery,
CINE FILMES LTDA,Cine Filmes Ltda,ChIJwZr5tWvVbgcRJdrjVCNcOJI,"IRECÊ, STATE OF BAHIA, 45900-000",Irecê,,BA,BR,45900-000,-11.3022176,-41.8476563,Movie theater,,,bigquery,
CINE UNIPLEX ASSIS,Cine Uniplex Assis,ChIJwaxvhZs5lZQR-VYxR7WRCFI,"AV. RUI BARBOSA, 300 - 2 PISO - CENTRO, ASSIS - SP, 19814-000",Assis,,SP,BR,19814-000,-22.6615379,-50.4173021,Movie theater,,,bigquery,
KAVERNA FILMES,Kaverna Filmes,ChIJwbPOkOTByJQRO6c_8qeFTY8,"R. FLORESTA AMAZÔNICA - BOSQUE DE BARÃO GERALDO, CAMPINAS - SP, 13082-762",Campinas,,SP,BR,13082-762,-22.8274973,-47.1041475,Movie theater,,,bigquery,
CINEMAS DO INTERIOR DE SÃO PAULO,Cinemas Do Interior De São Paulo,ChIJwclmNqYxxpQRYoD_97_cCwM,"R. TREZE DE MAIO, 768 - CENTRO, PIRACICABA - SP, 13400-300",Piracicaba,,SP,BR,13400-300,-22.7229003,-47.6477972,Movie theater,,,bigquery,
Cinemulti,Cinemulti,ChIJwcmiQoQ7J5URxbm62nqQ6EY,"Rodovia Dr. Antônio Luiz Moura Gonzaga, 3339 - Rio Tavares, Florianópolis - SC, 88048-301, Brazil",Florianópolis,,SC,BR,88048301,-27.6576771,-48.4856042,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:28:18.13+00:00""}"
Cineflix Center Shopping Rio,Cineflix Center Shopping Rio,ChIJwei9ZwDZmwAR7G52y0Cq8p8,"Av. Geremário Dantas - Tanque, Rio de Janeiro - RJ, 22740-010, Brazil",Rio de Janeiro,,RJ,BR,22740010,-22.925069,-43.361039,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:20:01.722+00:00""}"
"SIL - CINEMA, TELEVISION & COMUNICATION LTDA.","Sil - Cinema, Television & Comunication Ltda.",ChIJwxgxoCMCz5QRoQUsE9lVPBo,"AL. RIO NEGRO, 585 - ALPHAVILLE INDUSTRIAL, BARUERI - SP, 06454-000",Barueri,,SP,BR,06454-000,-23.5004973,-46.8486757,Movie theater,,,bigquery,
F1PONTO4,F1ponto4,ChIJwzCZzhFnv5QRkjXrOkaezDA,"R. JORGE PÍMENTEL, 11-114 - VILA ENGLER, BAURU - SP, 17047-010",Bauru,,SP,BR,17047-010,-22.3364661,-49.0466616,Movie theater,,,bigquery,
ESTUDIO CINEMATOGRAFICO DOUGLAS CINE,Estudio Cinematografico Douglas Cine,ChIJwzStSMr_zpQRLe-ROj9rLoI,"R. ODETE FABRI, 54 - VILA YARA, OSASCO - SP, 06028-130",Osasco,,SP,BR,06028-130,-23.5476184,-46.7667694,Movie theater,,,bigquery,
LÁ EM CIMA PRODUÇÕES,Lá Em Cima Produções,ChIJwzcr_hB_mQARS7Oyry7llMI,"R. DO AQUEDUTO, 163 - SANTA TERESA, RIO DE JANEIRO - RJ, 20241-280",Rio de Janeiro,,RJ,BR,20241-280,-22.9222015,-43.1876781,Movie theater,,,bigquery,
RESIDENCIAL BELLA CITTÀ,Residencial Bella Città,ChIJx--ht61BGZURAFTvIz-HeS8,"R. RUI RAMOS, 101 - A, CAMPO BOM - RS, 93700-000",Campo Bom,,RS,BR,93700-000,-29.6762119,-51.0578319,Movie theater,,,bigquery,
ODIN FILMS,Odin Films,ChIJx-HAA6m_yJQR6EWU6Khla84,"AV. FERDINANDO VIACAVA, 873 - JOÃO ARANHA, PAULÍNIA - SP, 13145-670",Paulínia,,SP,BR,13145-670,-22.734346,-47.183334,Movie theater,,,bigquery,
PARMITAL,Parmital,ChIJx3-LznoCuwARXtyJLxr-KRw,"R. DAS ROSEIRAS, 17 - MANHUAÇU, MG, 36900-000",Manhuaçu,,MG,BR,36900-000,-20.2652163,-42.0303643,Movie theater,,,bigquery,
CINEFLIX PARTAGE SHOPPING RIO GRANDE,Cineflix Partage Shopping Rio Grande,ChIJx48mBwqbEZURHzi3SdldsmM,"PARTAGE SHOPPING, AV. ENGENHEIRA LÚCIA MARIA BALBELA CHIESA, 2986 - LOJA 203 - PARQUE RES. SAO PEDRO, RIO GRANDE - RS, 96216-400",Rio Grande,,RS,BR,96216-400,-32.114458,-52.175559,Movie theater,,,bigquery,
UFRGS CINEMA,Ufrgs Cinema,ChIJx6DNzKt5GZURwOwqWGU9YCQ,"AV. PAULO GAMA, 110 - FARROUPILHA, PORTO ALEGRE - RS, 90040-060",Porto Alegre,,RS,BR,90040-060,-30.0337293,-51.2194761,Movie theater,,,bigquery,
PLANET CINEMAS,Planet Cinemas,ChIJx6a40paHmQARH-rWWz5XV8E,"PIRATININGA, ESTR. FRANCISCO DA CRUZ NUNES, 6501, NITERÓI - RJ, 24350-310",Niterói,,RJ,BR,24350-310,-22.9399511,-43.0562742,Movie theater,,,bigquery,
CINE ITAIPAVA,Cine Itaipava,ChIJx8ZD0hyrmQARH-W-rxtYEiA,"SHOPPING ESTAÇÃO, ESTR. UNIÃO E INDÚSTRIA, 11000 - ITAIPAVA, PETRÓPOLIS - RJ, 25730-745",Petrópolis,,RJ,BR,25730-745,-22.395511,-43.1331667,Movie theater,,,bigquery,
CINE LT3,Cine Lt3,ChIJx9nBFc1XzpQRMbyts_slncQ,"RUA APINAJÉS, 135A - PERDIZES, SÃO PAULO - SP, 05017-000",São Paulo,,SP,BR,05017-000,-23.5329512,-46.6766832,Movie theater,,,bigquery,
STAGE 14,Stage 14,ChIJxR9MIH7_zpQRbEFsIsXMHAE,"AV. PIRARUCU, 1630 - JARDIM SANTA CECILIA, BARUERI - SP, 02675-031",Barueri,,SP,BR,02675-031,-23.5163656,-46.8197729,Movie theater,,,bigquery,
Cinema&Cinema,Cinema&Cinema,ChIJxS45Yr-1w5QR6ABN0QIHgyo,"Sophia Dias - R. Carlos Menk, 453 - Vila Sao Joao, Itararé - SP, 18466-000, Brazil",Itararé,,SP,BR,18466000,-24.1194015,-49.3322484,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-05-25T19:19:10.286+00:00""}"
CINEMA DA TERR'A,Cinema Da Terr'a,ChIJxVo95JtjmQARr_XE-S433mk,"R. SÃO FERNANDO, 150 - CASCADURA, RIO DE JANEIRO - RJ, 21311-220",Rio de Janeiro,,RJ,BR,21311-220,-22.8903921,-43.3333464,Movie theater,,,bigquery,
CINEMAS SANTA ROSA,Cinemas Santa Rosa,ChIJxWeuPcB6mQAR8EqxumxUZjI,"AV. PRES. KENNEDY, 1557 - CENTRO, DUQUE DE CAXIAS - RJ, 25010-001",Duque de Caxias,,RJ,BR,25010-001,-22.7882335,-43.3108429,Movie theater,,,bigquery,
KIDS SPACE - CHILDREN'S PARTIES,Kids Space - Children's Parties,ChIJxWtg4Wm9ngARozEM3r3GXOo,"R. VIRGÍNIA - VOLTA GRANDE, VOLTA REDONDA - RJ, 27211-570",Volta Redonda,,RJ,BR,27211-570,-22.4849686,-44.082611,Movie theater,,,bigquery,
Cine Teatro Maria Auxiliadora,Cine Teatro Maria Auxiliadora,ChIJxZ3XujgJn5QRS9G-OmMYG4k,"Centro, Quirinópolis - GO, 75860-000",Quirinópolis,,GO,BR,75860000,-18.4430233,-50.453493,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"": ""supabase_places_cache_migration"", ""types"": [""movie_theater"", ""point_of_interest"", ""establishment""], ""rating"": null, ""refreshed_at"": ""2026-06-13T17:25:13.342+00:00""}"
CENTRO AFRO CARIOCA DE CINEMA,Centro Afro Carioca De Cinema,ChIJxaOZyXx_mQARWy9vnmZB2mM,"R. JOAQUIM SILVA, 40 - CENTRO, RIO DE JANEIRO - RJ, 20241-110",Rio de Janeiro,,RJ,BR,20241-110,-22.915999,-43.1782282,Community & Government,,,bigquery,
CINE GLOBO SANTA ROSA,Cine Globo Santa Rosa,ChIJxaQ1VLU1-ZQRnN0SXD-XN_A,"R. BUENOS AÍRES, 937 - CENTRO, SANTA ROSA - RS, 98780-735",Santa Rosa,,RS,BR,98780-735,-27.8690366,-54.4777415,Movie theater,,,bigquery,
LAPDCYV,Lapdcyv,ChIJxaSIKUurz5QR1TQunmqk41c,"R. MARIA DO ROSÁRIO, 1890 - PARQUE ALEXANDRE, COTIA - SP, 06714-280",Cotia,,SP,BR,06714-280,-23.5966548,-46.8756826,Movie theater,,,bigquery,
CINE CAJAMAR,Cine Cajamar,ChIJxaYZnH8dz5QRH7e8o4pgwgw,"JARDIM ADELAIDE, CAJAMAR - STATE OF SÃO PAULO",Cajamar,,SP,BR,,-23.4102035,-46.8587058,Movie theater,,,bigquery,
CINEMA MULTICINE - SALA 2,Cinema Multicine - Sala 2,ChIJxaYh8wHH6gcRTsv_RyA5bQg,"R. CAUBI VASCONCELOS - SINHÁ SABÓIA, SOBRAL - CE, 62050-255",Sobral,,CE,BR,62050-255,-3.6979624,-40.3484846,Movie theater,,,bigquery,
CIRANDAFILMES.NET,Cirandafilmes.net,ChIJxbSW_e9_mQARuy8EwTZovF4,"R. MARIA EUGÊNIA - HUMAITÁ, RIO DE JANEIRO - RJ, 22261-080",Rio de Janeiro,,RJ,BR,22261-080,-22.9560108,-43.2018075,Movie theater,,,bigquery,
MOVIE CINEMAS,Movie Cinemas,ChIJxbmi_vhXzpQR8SbtD8ZX5L4,"R. DONA GERMAINE BURCHARD, 440 - ÁGUA BRANCA, SÃO PAULO - SP, 05002-062",São Paulo,,SP,BR,05002-062,-23.5301728,-46.6727309,Movie theater,,,bigquery,
BRAVURA CINEMATOGRÁFICA,Bravura Cinematográfica,ChIJxci9eG1XzpQRZ7sMNpefqAA,"AV. BRIG. FARIA LIMA, 2391 - CJ 131 SALA 09 - JARDIM PAULISTANO, SÃO PAULO - SP, 01452-000",São Paulo,,SP,BR,01452-000,-23.577583,-46.68637,Movie theater,,,bigquery,
COMBOS & CINEMA,Combos & Cinema,ChIJxfekNT-dGZUR8n7rt_NUt1M,"R. SILVEIRA - CECÍLIA, VIAMÃO - RS, 94480-680",Viamão,,RS,BR,94480-680,-30.0776233,-51.1075983,Restaurant,,,bigquery,
CINE IRIS 1206,Cine Iris 1206,ChIJxwjICeJJxwcR5QmXe1iMhuo,"R. FLORIANO PEIXOTO, 1206 - CENTRO, FORTALEZA - CE, 60025-130",Fortaleza,,CE,BR,60025-130,-3.7328639,-38.5291099,Movie theater,,,bigquery,
CINE CLIPE,Cine Clipe,ChIJxyYBm7ebyJQRGlBeQPhmr7k,"AV. CARMINÉ FEOLA, 13 - VILA RIO BRANCO, AMERICANA - SP, 13471-790",Americana,,SP,BR,13471-790,-22.7319074,-47.3405377,Movie theater,,,bigquery,
CINEMA,Cinema,ChIJxzqdkA5lzpQRcLEM1SgCb3w,"VILA CRISTINA, FERRAZ DE VASCONCELOS - STATE OF SÃO PAULO",Ferraz de Vasconcelos,,SP,BR,,-23.564006,-46.3685552,Movie theater,,,bigquery,
CINE PIEDADE,Cine Piedade,ChIJy-8QJ2R-z5QR6QbfB-LGoXo,"R. NOVE DE JULHO, 106 - VILA SAO JOAO, PIEDADE - SP, 18170-000",Piedade,,SP,BR,18170-000,-23.7151122,-47.4163658,Movie theater,,,bigquery,
OFICINA DE IMAGENS CINEMA E TELEVISÃO,Oficina De Imagens Cinema E Televisão,ChIJy-zTX_Z4GZUR9jVg-KVBxzU,"R. VISC. DO HERVAL, 915 - MENINO DEUS, PORTO ALEGRE - RS, 90130-151",Porto Alegre,,RS,BR,90130-151,-30.0537834,-51.2194132,Mobility,,,bigquery,
REPÚBLICA OS DERRAMADOS,República Os Derramados,ChIJy1II7my5v5QR_-3UdgOB4uU,"R. PEDRO GIMENES - NOVA GARÇA, GARÇA - SP, 17400-000",Garça,,SP,BR,17400-000,-22.215653,-49.6695307,Movie theater,,,bigquery,
FLOR DO SERTÃO PRODUÇÕES,Flor Do Sertão Produções,ChIJy2bRlWF_mQARxv_1USbbGlg,"R. SANTO AMARO, 175 - SANTA TERESA, RIO DE JANEIRO - RJ, 22211-230",Rio de Janeiro,,RJ,BR,22211-230,-22.9228174,-43.1826324,Movie theater,,,bigquery,
ADULT THEATER & VIDEO ARCADE,Adult Theater & Video Arcade,ChIJy34rSFBYzpQRCqh6WAfszBU,"AV. IPIRANGA, 808 - REPÚBLICA, SÃO PAULO - SP, 01040-000",São Paulo,,SP,BR,01040-000,-23.5426911,-46.6402869,Movie theater,,,bigquery,
CINEMATOGRÁFICA ARAÚJO,Cinematográfica Araújo,ChIJy3M1oXffxpQRcJDrS9ijeZM,"R. JOÃO PASSOS, 702 - CENTRO, BOTUCATU - SP, 18600-040",Botucatu,,SP,BR,18600-040,-22.8879825,-48.4418078,Movie theater,,,bigquery,
Cine-Teatro Samuel Campelo,Cine-Teatro Samuel Campelo,ChIJy5lF3D0dqwcRJis1cstt9tM,"Praça Nossa Sra. do Rosário, 510 - Centro, Jaboatão dos Guararapes - PE, 54100-000",Jaboatão dos Guararapes,,PE,BR,54100000,-8.11232,-35.018398999999995,"movie_theater,point_of_interest,establishment",,,bigquery,"{""source"":""google_places_augment"",""types"":[""movie_theater"",""point_of_interest"",""establishment""],""rating"":null}"
CINEMAX,Cinemax,ChIJy68natt2ugAR8lmCVTmaDmg,"R. TIRADENTES, 2-12, IPANEMA - MG, 36950-000",Ipanema,,MG,BR,36950-000,-19.7948552,-41.7122184,Movie theater,,,bigquery,
CINEMA EDUARDO HIRTZ,Cinema Eduardo Hirtz,ChIJy7weWBB5GZURiWvBSUj-sho,"R. DOS ANDRADAS, 762 - CENTRO HISTÓRICO, PORTO ALEGRE - RS, 90030-150",Porto Alegre,,RS,BR,90030-150,-30.0312761,-51.2341496,Movie theater,,,bigquery,
CINE IVAIPORÃ,Cine Ivaiporã,ChIJyS6SzvMV7JQRFERgUN7Wh94,"AV. SOUZA NAVES, 1111 - CENTRO, IVAIPORÃ - PR, 86870-000",Ivaiporã,,PR,BR,86870-000,-24.2428474,-51.6712005,Movie theater,,,bigquery,
CINE RITZ,Cine Ritz,ChIJySp9Tk09pwARR2DvMjD1MoM,"R. RICARDO MARINHO, 650 - SÃO CRISTOVAO, PARÁ DE MINAS - MG, 35660-398",Pará de Minas,,MG,BR,35660-398,-19.8503886,-44.6105486,Movie theater,,,bigquery,
EMPRESA CINEMATOGRÁFICA SANTOS E MAGRI,Empresa Cinematográfica Santos E Magri,ChIJyStNllpYzpQRxc96z_l4TjY,"AV. VIEIRA DE CARVALHO, 192 - VILA BUARQUE, SÃO PAULO - SP, 01210-010",São Paulo,,SP,BR,01210-010,-23.5412173,-46.6441367,Movie theater,,,bigquery,
CINE ARAÚJO - AVENIDA CENTER,Cine Araújo - Avenida Center,ChIJyTLFctTQ7JQR26GXVPCaPuc,"AV. SÃO PAULO, 458 - CENTRO, MARINGÁ - PR, 87013-040",Maringá,,PR,BR,87013-040,-23.418852,-51.9327492,Movie theater,,,bigquery,
CINEPLUS EMACITE MAFRA,Cineplus Emacite Mafra,ChIJyV2k7hqT3ZQRgEOiaFo7L04,"R. VITORINO BACELAR, 22 - CENTRO I BAIXADA, MAFRA - SC, 89300-000",Mafra,,SC,BR,89300-000,-26.1105984,-49.8051847,Movie theater,,,bigquery,
SPCINE JAMBEIRO,Spcine Jambeiro,ChIJyWDg6FxlzpQRKp2r15gGSCE,"AV. JOSÉ PINHEIRO BORGES, 60 - GUAIANASES, SÃO PAULO - SP, 08420-092",São Paulo,,SP,BR,08420-092,-23.5390976,-46.4228459,Movie theater,,,bigquery,
WM AUDIO E PRODUCAO PARA CINEMA,Wm Audio E Producao Para Cinema,ChIJyX9pPWQHz5QRgBoYByo-0W0,"R. PROF. JOSÉ BARRETO, 1426 - PORTAO, COTIA - SP, 06717-140",Cotia,,SP,BR,06717-140,-23.6032524,-46.9215137,Movie theater,,,bigquery,
